id,tipo,situacao,data,hora,bairro,endereco,numero,complemento,natureza,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,latitude,longitude
1292,VÍTIMA FATAL,FINALIZADA,2016-04-12,11:08:00,IBURA,RUA RIO XINGU,,PROXIMO AO ARMAZEM CORAL,COLISÃO,COLISÃO COM VITIMA,0,1,,,,,1,,,,-8.1198803,-34.9387852
1293,SEM VÍTIMA,FINALIZADA,2016-04-12,11:10:00,SANTO ANTÔNIO,AV GUARARAPES,,CRUZAMENTO COM RUA DO SOL,COLISÃO,COLISAO DE ONIBUS E AUTO,1,,,,,1,,,,0,-8.0634961,-34.8789289
1294,SEM VÍTIMA,FINALIZADA,2016-04-12,12:03:00,BOA VIAGEM,AV BOA VIAGEM,5354,AO LADO DO EDIFICIO BRENAN PLAZA,COLISÃO,COLISÃO SEM VITIMA,2,,,,,,,,,0,-8.1354302,-34.9019682
1295,SEM VÍTIMA,FINALIZADA,2016-04-12,12:57:00,BOA VISTA,RUA DO RIACHUELO,663,EM FRENTE AO ANTIGO COLEGIO PINTO JUNIOR,COLISÃO,COLISÃO ENTRE DOIS AUTO S/V,2,,,,,,,,,0,-8.05806,-34.8862526
1296,SEM VÍTIMA,FINALIZADA,2016-04-12,13:07:00,BOA VIAGEM,AV MARECHAL MASCARENHAS DE MORAES,,COM A RUA MARIA IRENRE/  NA NOVA ROTATORIA / AO LADO DO HOTEL FORUM,COLISÃO,VEÍCULO DO CORREIO / AUTO,2,,,,,,,,,0,-8.1355789,-34.916717
1297,SEM VÍTIMA,CANCELADA,2016-04-12,13:15:00,APIPUCOS,RUA DE APIPUCOS,,E/F A DELEGACIA DE APIPUCOS SENTIDO CENTRO,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.0234772,-34.9305203
1298,SEM VÍTIMA,CANCELADA,2016-04-12,14:22:00,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,1508,PROX DA GVT E/F DO LAVA JATO S/T AEROPORTO,COLISÃO,COLISAO DE DOIS AUTOS S/V,,,,,,,,,,0,-8.0976197,-34.9122743
1299,SEM VÍTIMA,FINALIZADA,2016-04-12,14:39:00,BOA VIAGEM,RUA FELIX DE BRITO E MELO,,BEIRA CANAL SUBIDA DO VD DA VIA MAGUE E/F AO HIPER BOMPREÇO SENTIDO CENTRO,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.11681,-34.8976588
1300,SEM VÍTIMA,FINALIZADA,2016-04-12,14:50:00,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,,APÓS UPA SENTIDO DERBY E/F YOK GALETOS.,COLISÃO,01 CAMINHÃO 01 CAMINHONETE,1,,,,,,1,,,0,-8.0618728,-34.9304544
1301,SEM VÍTIMA,FINALIZADA,2016-04-12,17:06:00,GRAÇAS,AV CONS ROSA E SILVA,,EM FRENTE AO CLUBE PORTUGUES,COLISÃO,COLISÃO ENTRE AUTO E ONIBUS DA  PEDROSA S/V,1,,,,,1,,,,0,-8.0436325,-34.8973623
1302,SEM VÍTIMA,CANCELADA,2016-04-12,18:00:00,AFOGADOS,RUA SAO MIGUEL,268,EM FRENTE AO DEPATRI,COLISÃO,COLISAÕ ENTRE AUTO E KOMBI DE TRANSPORTE ESCOLAR S/V,1,,,,,,,,1,0,-8.0801407,-34.9088221
1303,COM VÍTIMA,CANCELADA,2016-04-12,18:25:00,SANTO AMARO,AV CRUZ CABUGA,,CRUZAMENTO COM FREI CASSIMIRO,COLISÃO,COLISÃO ENTRE AUTO E MOTO,1,,1,,,,,,,1,-8.0458417,-34.8757468
1304,COM VÍTIMA,FINALIZADA,2016-04-12,18:30:00,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE A UPE SENTIDO OLINDA,ATROPELAMENTO,MOTO E PEDESTRE,,1,,,1,,,,,2,-8.0451621,-34.8892415
1305,COM VÍTIMA,FINALIZADA,2016-04-12,18:53:00,CASA AMARELA,AV NORTE,,EM FRENTE A CAPOTARIA Nº 4913 SENTIDO CIDADE,ATROPELAMENTO,AUTO E MOT E PEDESTRE,1,1,,,1,,,,,1,-8.0218418,-34.9163148
1306,SEM VÍTIMA,FINALIZADA,2016-04-12,19:00:00,CORDEIRO,RUA GOMES TABORDA,,CRUZAMENTO CO A GENERAL SAN MARTIN PROX AO SUPERMERCADO KENNED,COLISÃO,ONIBUS METROPOLITANA E AUTO,1,,,,,1,,,,0,-8.0563894,-34.9204778
1307,SEM VÍTIMA,FINALIZADA,2016-04-12,19:44:00,CASA FORTE,AV DEZESSETE DE AGOSTO,,SEMAFORO 251 OS VEICULOS ESTÃO NO POSTO DISLUB,COLISÃO,COLISÃO ENTRE DOIS AUTO S/V,2,,,,,,,,,0,-8.0343998,-34.9212091
1308,COM VÍTIMA,FINALIZADA,2016-04-12,19:48:00,CASA AMARELA,RUA DA HARMONIA,,AO LADO DA IGREJA DA HARMONIA SENTIDO CASA AMARELA,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,-8.0277421,-34.9139524
1309,SEM VÍTIMA,FINALIZADA,2016-04-12,20:27:00,MADALENA,AV BEIRA RIO,825,ESQUINA COM RUA DOM JOÃO DE SOUZA,COLISÃO,COLISÃO ENTRE DOIS AUTO S/V,2,,,,,,,,,0,-8.0519075,-34.9050821
1310,COM VÍTIMA,FINALIZADA,2016-04-12,21:15:00,IPUTINGA,AV CAXANGA,,LADO OPOSTO AO BOMPREÇO,COLISÃO,COLISÃO  AUTO E MOTO,1,1,,,,,,,,1,-8.041958,-34.9366383
1311,COM VÍTIMA,FINALIZADA,2016-04-13,00:45:00,BOA VISTA,RUA DOM BOSCO,,CRUZAMENTO COM A AV CONDE DA BOA VISTA,COLISÃO,COLISÃO ENTRE ONIBUS E MOTO,,1,,,,1,,,,1,-8.0577035,-34.894707
1312,COM VÍTIMA,EM ATENDIMENTO,2016-04-13,03:06:00,SANTO ANTÔNIO,PTE DUARTE COELHO,,SOBRE A PONTE DUARTE COELHO,COLISÃO,COLISAO ENTRE AUTO E ONIBUS - MOTORISTA INFORMA QUE CONDUTOR E UM PASSAGEIRO DO AUTO SE EVADIU DO LOCAL,1,,,,,1,,,,1,-8.0625875,-34.8807243
1313,SEM VÍTIMA,FINALIZADA,2016-04-13,06:44:00,DERBY,RUA HENRIQUE DIAS,609,E/F FUNDAÇÃO JOAQUIM NABUCO //COLEGIO DA PM,COLISÃO,ENTRE TRES AUTOS,2,,,,,,1,,,0,-8.0592813,-34.900016
1314,SEM VÍTIMA,FINALIZADA,2016-04-13,06:53:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,E/F  A DELEGACIA  DE BOA VIAGEM,COLISÃO,COLISÃO  SEM VITIMAS,1,,,,,1,,,,0,-8.1111171,-34.8927465
1315,SEM VÍTIMA,CANCELADA,2016-04-13,07:27:00,ILHA DO LEITE,AV FREI MATIAS TEVES,,EM FRENTE AO MINISTERIO PUBLICO FEDERAL,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0,-8.0649817,-34.8958193
1316,SEM VÍTIMA,FINALIZADA,2016-04-13,07:39:00,SAN MARTIN,AV GENERAL SAN MARTIN,1901,HA 50 METROS DA LOMBADA ELETRONICAS/CENTRO,COLISÃO,COLISÃO SEM VITIMAS,3,,,,,,,,,0,-8.0678259,-34.9279241
1317,COM VÍTIMA,FINALIZADA,2016-04-13,08:00:00,PINA,AV ANTONIO DE GOES,,EM FRENTE PRFLADO DIREITO,COLISÃO,COLISÃO COM UMA VITIMA,1,1,,,,,,,,1,-8.0856313,-34.8865511
1318,COM VÍTIMA,FINALIZADA,2016-04-13,08:08:00,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,,NA DESCIDA DA PONTEGILBERTO FREYRE SENT/AEROPORTO,ATROPELAMENTO,COM DUAS VITIMAS,,1,,,1,,,,,2,-8.0927682,-34.9110955
1319,SEM VÍTIMA,FINALIZADA,2016-04-13,08:32:00,SANTO AMARO,RUA MARQUÊS DO POMBAL,,E/F A  IGREJA PREBISTERIANA,COLISÃO,COLISÃO  SEM VITIMAS  VT 09 QTH,2,,,,,,,,,0,-8.0493209,-34.8826261
1320,SEM VÍTIMA,FINALIZADA,2016-04-13,09:05:00,BOA VIAGEM,AV BOA VIAGEM,1716,E/F  AO EDIFICIO  PINA DELMAR,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0,-8.1061447,-34.8876155
1321,SEM VÍTIMA,FINALIZADA,2016-04-13,09:10:00,ÁGUA FRIA,EST VELHA DE AGUA FRIA,1777,PX AO MERCADO PUPLICO DE AGUA FRIA,COLISÃO,COLISAO ENTRE AUTO E CAMINHAO,1,,,,,,1,,,0,-8.0200505,-34.8950549
1322,SEM VÍTIMA,FINALIZADA,2016-04-13,09:40:00,ILHA JOANA BEZERRA,AV GOVERNADOR AGAMENON MAGALHAES,,SENTIDO  OLINDA  PROX AO FORUM  NA DESCIDA DO VIADUTO DO PINA,COLISÃO,COLISÃO SEM VITIMAS,3,,,,,,,,,0,-8.0688857,-34.8965736
1324,SEM VÍTIMA,FINALIZADA,2016-04-13,09:53:00,CIDADE UNIVERSITÁRIA,RUA GENERAL POLIDORO,836,HA 100 METROS DA GALERIAUNIVERSITARIA,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0,-8.0442543,-34.947552
1325,SEM VÍTIMA,FINALIZADA,2016-04-13,10:12:00,BOA VIAGEM,AV CONSELHEIRO AGUIAR,2878,EM FRENTE A DELICATESSE CARMEN,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0,-8.1142691,-34.8936624
1326,SEM VÍTIMA,FINALIZADA,2016-04-13,11:22:00,CASA AMARELA,EST DO ARRAIAL,4344,APOS  RESTAURANTE  ENCANTO  NORDESTINO,COLISÃO,COLISÃO SEM VITIMAS  2 VIATURAS  DA POLICIA MILITAR,2,,,,,,,,,0,-8.0283328,-34.9208642
1327,SEM VÍTIMA,FINALIZADA,2016-04-13,11:27:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,3904,E/F  AO PREDIO  VALENCIA,COLISÃO,COLISÃO  SEM VITIMAS,1,,,,,1,,,,0,-8.1223789,-34.8995627
1328,SEM VÍTIMA,CANCELADA,2016-04-13,12:11:00,ILHA DO LEITE,RUA ESTADO DE ISRAEL,,EM FRENTE AO DOTEL MERCORI METROPOLI,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.0646017,-34.8942651
1329,SEM VÍTIMA,CANCELADA,2016-04-13,12:22:00,IPSEP,AV SENADOR ROBERT KENNEDY,,TERMINAL DE ÔNIBUS DE VILA DO IPSEP,COLISÃO,01 ONIBUS 01 TAXI,1,,,,,1,,,,0,-8.1172862,-34.9185894
1330,SEM VÍTIMA,FINALIZADA,2016-04-13,12:51:00,SÃO JOSÉ,RUA DO FORTE,,E/F DO FORTE DAS CINCO PONTAS S/T AFOGADOS,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,,,,,,,,0,-8.0699585,-34.880498
1331,SEM VÍTIMA,FINALIZADA,2016-04-13,13:13:00,ESPINHEIRO,RUA SANTO ELIAS,342,E/F A PADARIA TRIGO CENTER  NO LADO ESQUERDO DA VIA. SENTIDO AGAMENON,COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0,-8.0451921,-34.8935156
1332,SEM VÍTIMA,FINALIZADA,2016-04-13,13:29:00,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,E/F DA IGREJA BATISTA DA CAPUNGA,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,,,,,,,,0,-8.056982,-34.8977316
1333,SEM VÍTIMA,FINALIZADA,2016-04-13,13:33:00,SANTO AMARO,RUA DA SAUDADE,580,EM FRENTE AO  EDF UNIAO,COLISÃO,DOIS AUTOS / UM DOS VEÍCULOS CHOCOU-SE COM O POSTE,2,,,,,,,,,0,-8.0567103,-34.8799069
1334,SEM VÍTIMA,EM ATENDIMENTO,2016-04-13,13:39:00,SÃO JOSÉ,AV MARTINS DE BARROS,,SEMAFORO 383 ( CAIS DE SANTA RITA) LADO DA MARÉ,COLISÃO,01 ONIBUS 01 AUTOS,1,,,,,1,,,,0,-8.0677197,-34.8751364
1335,SEM VÍTIMA,FINALIZADA,2016-04-13,13:45:00,CABANGA,RUA GUTIUBA,,ESQUINA DA RUA / RESTAURANTE CASA ROSA,COLISÃO,AUTO E CAMINHAO,1,,,,,,1,,,0,-8.0782657,-34.8945675
1336,SEM VÍTIMA,FINALIZADA,2016-04-13,14:13:00,ESPINHEIRO,RUA DA HORA,367,E/F GALERIA MARIO MELO NO LADO ESQUERDO DA VIA. SENTIDO HOSPITAL DOS SERVIDORES.,COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0,-8.0445661,-34.8933783
1337,COM VÍTIMA,FINALIZADA,2016-04-13,14:16:00,SANTO AMARO,AV CRUZ CABUGA,,COM RUA DOS PALMARES,COLISÃO,COM VITIMA,1,1,,,,,,,,1,-8.0458417,-34.8757468
1338,SEM VÍTIMA,FINALIZADA,2016-04-13,14:19:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,1776,E/F DO DEPOSITO DA LASER ELETRO S/T AFOGADOS,COLISÃO,COLISAO DE DOIS AUTOS S/V,1,,,,,,1,,,0,-8.097572,-34.9101936
1339,SEM VÍTIMA,FINALIZADA,2016-04-13,14:47:00,BOA VIAGEM,RUA ANTONIO PEDRO DE FIGUEIREDO,98,EM FRENTE AS LOJAS  CARTEL,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.0995874,-34.8879177
1340,SEM VÍTIMA,FINALIZADA,2016-04-13,15:19:00,BOA VIAGEM,RUA PROFESSOR AUGUSTO LINS E SILVA,168,EM FRENTE AO EDF REAL  MONTE,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.1375122,-34.9049388
1341,COM VÍTIMA,EM ATENDIMENTO,2016-04-13,15:52:00,BOA VISTA,RUA PRINCESA IZABEL,,COM RUA DA AURORA,COLISÃO,COLISÃO DE ONIBUS COM MOTO,,1,,,,1,,,,1,-8.0585845,-34.8814409
1342,SEM VÍTIMA,FINALIZADA,2016-04-13,16:13:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,E/F ANTIGO PORCÃO ESQUINA COM BLUE TOWER,COLISÃO,01 ONIBUS 01 AUTO,1,,,,,1,,,,0,-8.1111171,-34.8927465
1343,SEM VÍTIMA,FINALIZADA,2016-04-13,16:03:00,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,COM HENRRIQUE DIAS,COLISÃO,ENCAVETAMENTO 3 AUTOS,3,,,,,,,,,0,-8.056982,-34.8977316
1344,SEM VÍTIMA,FINALIZADA,2016-04-13,17:01:00,ILHA JOANA BEZERRA,AV BEIRA RIO,,EM FRENTE AO CAMPO DO COQUE,COLISÃO,DOIA AUTOS,2,,,,,,,,,0,-8.0694721,-34.8951618
1345,SEM VÍTIMA,FINALIZADA,2016-04-13,17:22:00,PARNAMIRIM,EST DO ARRAIAL,,E/F DO HOSPITAL AGAMENOM MAGALHAES,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,,,,,,,,0,-8.0272589,-34.9145145
1346,SEM VÍTIMA,FINALIZADA,2016-04-13,17:40:00,ILHA DO LEITE,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE O EMPRESARIAL TOMAS EDSON SENTIDO OLINA NA PRINCIPAL FAIXA DA ESQUERDA,COLISÃO,AUTO E MOTO,1,1,,,,,,,,0,-8.064684,-34.8969725
1347,SEM VÍTIMA,FINALIZADA,2016-04-13,18:19:00,SANTO AMARO,AV CRUZ CABUGA,,EM FRENTE A VICE GOVERNADORIA SENTIDO OLINDA,COLISÃO,COLISÃO ENTRE ONIBUS  BRT E AUTO,,,,,,,,,,0,-8.0458417,-34.8757468
1348,COM VÍTIMA,EM ATENDIMENTO,2016-04-13,18:31:00,BOA VIAGEM,AV BOA VIAGEM,,EM FRENTE O HOTEL MERCURE Nº 5450,CHOQUE,ONIBUS E MOTO,,1,,,,1,,,,1,-8.1012587,-34.885347
1349,SEM VÍTIMA,EM ATENDIMENTO,2016-04-13,18:44:00,DERBY,AV ENGENHEIRO AGAMENON DE MAGALHAES MELO,,DEPOIS DO  HOSPITAL DA RESTAURAÇÃO NA PONTE QUE CRUZA AGAMENON  SENTIDO OLINDA,COLISÃO,ONIBUS BORBOREMA X AUTO,1,,,,,1,,,,0,-8.029343,-34.897263
1350,COM VÍTIMA,FINALIZADA,2016-04-13,19:01:00,AFOGADOS,PTE DO MOTOCOLOMBO,,NO SEMAFORO 039,COLISÃO,CARRETA E MOTO,,,1,,,,1,,,1,-8.0815038,-34.9062437
1351,SEM VÍTIMA,FINALIZADA,2016-04-13,19:08:00,MADALENA,EST DOS REMEDIOS,,POLICLINICA DE ANDRADE OBS: VEICULOS SE ENCONTRA NO BOM PASTOR ( VIATURAS NO BOM PASTOR ),COLISÃO,VT DA POLICIA E UMA DA PENETENCIARIA ESTAO NO BOM PASTOR,,,,,,,,2,,0,-8.0599259,-34.9073633
1352,SEM VÍTIMA,FINALIZADA,2016-04-13,23:32:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,2589,EM FRENTE AO BANCO HSBC PROX DO CRUZAMENTO COM A RUA JOSE BRANDAO,COLISÃO,COLISAO ENTRE DOIS AUTOS,2,,,,,,,,,0,-8.1117854,-34.8927249
1354,SEM VÍTIMA,FINALIZADA,2016-04-14,07:53:00,ILHA DO RETIRO,RUA BENFICA,,SAÍDO TUNEL CHICO SCIENCESENT/DERBY,COLISÃO,COLISÃO SEM VITIMA,1,,,,,,,1,,0,-8.061999,-34.9019117
1355,SEM VÍTIMA,CANCELADA,2016-04-14,07:59:00,VASCO DA GAMA,RUA DOIS DE FEVEREIRO,84,E/F  AO  DEPOSITO DE MATERIA DE FERRAGENS IRMAÕS  FERRAGENS,COLISÃO,COLISÃO  SEM VITIMAS,1,,,,,,1,,,0,-8.0198808,-34.9179102
1356,SEM VÍTIMA,CANCELADA,2016-04-14,08:02:00,ILHA DO RETIRO,AV BEIRA RIO,,E/F PRAÇA DA BANDEIRA PRÓX. AO TUNEL CHICO SCIENCE,COLISÃO,COLISAO SEM VITIMAS,1,,,,,,1,,,0,-8.064598,-34.9013866
1357,SEM VÍTIMA,FINALIZADA,2016-04-14,08:09:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,E/F A UNIBRATEC SENTIDO CENTRO. NO LADO DIREITO DA VIA.,COLISÃO,SEM VÍTIMAS,1,,,,,1,,,,0,-8.1134632,-34.912731
1358,SEM VÍTIMA,FINALIZADA,2016-04-14,08:38:00,MADALENA,RUA REAL DA TORRE,,DENTRO DO TUNEL DA ABOLIÇÃO,COLISÃO,COLISÃO SEM VÍTIMA,1,,,,,1,,,,0,-8.0489952,-34.9086515
1359,SEM VÍTIMA,FINALIZADA,2016-04-14,09:56:00,CAMPO GRANDE,RUA JERONIMO VILELA,,E/F A UNIDADE DE SAÚDE JOSÉ SEVERIANO DA SILVA DISTRITO SANITÁRIO II.,COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0,-8.0282239,-34.8821278
1360,SEM VÍTIMA,FINALIZADA,2016-04-14,10:08:00,SANTO AMARO,AV CRUZ CABUGA,,CRUZAMENTO COM AVENIDA NORTE,COLISÃO,COLISAO SEM VITIMASVIATURA DO GATICOM AUTO-PASSEIO,1,,,,,,,1,,0,-8.0458417,-34.8757468
1361,SEM VÍTIMA,FINALIZADA,2016-04-14,10:20:00,AREIAS,RUA ENGENHEIRO ARNALDO LIMA,,EM FRENTE AO MERCADINHO O BARATÃO,COLISÃO,COLISÃO ENTRE DOIS AUTOS,2,,,,,,,,,0,-8.088953,-34.9344908
1362,SEM VÍTIMA,CANCELADA,2016-04-14,11:45:00,TEJIPIÓ,AV DR JOSE RUFINO,5746,EM FRENTE AO POSTO BR,COLISÃO,COLISÃO SEM VÍTIMA,1,,,,,,1,,,0,-8.0909215,-34.9573272
1363,SEM VÍTIMA,FINALIZADA,2016-04-14,11:50:00,PINA,VIA MANGUE,207,RESIDENCIA. DE FRONTE AO HOTEL CORPUS,COLISÃO,SEM VÍTIMAS,2,,,,,,,,,0,-8.098766699999999,-34.89068629999997
1364,SEM VÍTIMA,FINALIZADA,2016-04-14,12:07:00,BOA VIAGEM,RUA BARAO DE SOUZA LEAO,129,EM FRENTE AO POSTO BR,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0,-8.1321399,-34.9012969
1365,SEM VÍTIMA,FINALIZADA,2016-04-14,12:13:00,VÁRZEA,AV AFONSO OLINDENSE,130,EM FRENTE AOS CORREIOS DA VÁZEA,COLISÃO,COLISÃO SEM VITIMAS,1,,,,,1,,,,0,-8.0323425,-34.9558424
1366,SEM VÍTIMA,FINALIZADA,2016-04-14,12:18:00,JOANA BEZERRA,AV MARTIN LUTHER KING,,GIRADOURO AO LADO DA ACADEMIA DA CIDADE,COLISÃO,COLISÃO SEM VITIMAS,1,,,,,,1,,,0,-8.069421,-34.8988795
1367,SEM VÍTIMA,CANCELADA,2016-04-14,13:51:00,SOLEDADE,RUA DA SOLEDADE,,EM FRENTE AO VEM,COLISÃO,COLISÃO SEM VITIMAS,2,,,,,,,,,0,-8.0583398,-34.8898662
1368,SEM VÍTIMA,FINALIZADA,2016-04-14,15:05:00,CASA AMARELA,EST DO ARRAIAL,,EM FRENTE AO BANCO DO BRASIL,COLISÃO,COLISÃO SEM VITIMAS,3,,,,,,,,,0,-8.0267232,-34.9174904
1369,SEM VÍTIMA,FINALIZADA,2016-04-14,15:33:00,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,APOS O HOSPITAL MEMORIAL SAO JOSE SENTIDO OLINDA,COLISÃO,COLISÃO ENTRE AUTO E ONIBUS,1,,,,,1,,,,0,-8.056982,-34.8977316
1370,SEM VÍTIMA,FINALIZADA,2016-04-14,15:35:00,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,E/F A FERRIERA COSTA SENTIDO AEROPORTO,COLISÃO,01 AUTO 01 MOTO,1,,,,,,,,,0,-8.1134632,-34.912731
1371,SEM VÍTIMA,FINALIZADA,2016-04-14,15:58:00,BOA VISTA,RUA AURORA,,APOIS O PREDIO DA POLICIA CIVIL UMS 50 METROS NO SEMÁFORO 022,COLISÃO,AUTO E ÔNIBUS,1,,,,,1,,,,0,-8.0565882,-34.8781384
1372,SEM VÍTIMA,FINALIZADA,2016-04-14,16:13:00,SÃO JOSÉ,RUA FLORIANO PEIXOTO,,EM FRENTE A CASA DA CULTURA,COLISÃO,02 AUTOS,2,,,,,,,,,0,-8.0680447,-34.8834433
1373,SEM VÍTIMA,FINALIZADA,2016-04-14,16:23:00,ESTÂNCIA,AV RECIFE,,E/F DO MAKRO S/T BR,COLISÃO,COLISAO DE DOIS AUTOS S/V,2,,,,,,,,,0,-8.0815237,-34.9334022
1374,SEM VÍTIMA,EM ATENDIMENTO,2016-04-14,18:07:00,BOA VIAGEM,AV MARECHAL JUAREZ TAVORA,328,DE ESQUINA COM A RUA DEZ DE JULHO,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.1391168,-34.9090486
1375,SEM VÍTIMA,EM ATENDIMENTO,2016-04-14,18:27:00,BOA VIAGEM,RUA COPACABANA,395,NA ESQUINA DO ED MARANATA CRUZAMENTO COM A VALDEMAR NERE,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.1367455,-34.9118225
1376,SEM VÍTIMA,CANCELADA,2016-04-14,18:44:00,MADALENA,AV VISCONDE DE ALBUQUERQUE,754,ENFR A DROGARIA MADALENA,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0514818,-34.9064926
1377,SEM VÍTIMA,FINALIZADA,2016-04-14,19:05:00,SANTO AMARO,AV NORTE,,PROX AO SENAI,COLISÃO,ONIBUS X CARRETA,,,,,,1,1,,,0,-8.0485614,-34.8831074
1378,SEM VÍTIMA,CANCELADA,2016-04-14,19:06:00,MADALENA,AV PREFEITO LIMA CASTRO,333,POR TRAS DA ILHA DO RETIRO PARALELA A BEIRA RIO,COLISÃO,COLISÃO ENTRE DOIS AUTOS /V,,,,,,,,,,0,-8.0654699,-34.9021657
1379,SEM VÍTIMA,FINALIZADA,2016-04-14,19:10:00,GRAÇAS,AV GOVERNADOR AGAMENON MAGALHAES,,EM FRENTE A IMBRATEL NA PISTA PRINCIPAL SENTIDO BOA VIAGEM,COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0514688,-34.8954554
1380,SEM VÍTIMA,FINALIZADA,2016-04-14,19:36:00,CABANGA,AV ANTONIO DE GOES,,PROX A LOMBADA ELETRONICA SENTIDO DERBI,COLISÃO,ONIBUS BORBOREMA E AUTO,1,,,,,1,,,,0,-8.0809087,-34.890941
1381,SEM VÍTIMA,CANCELADA,2016-04-14,19:59:00,AFLITOS,AV CONS ROSA E SILVA,,DENTRO DA SEDE DO CLUB DO NAUTICO (ESTACIONAMENTO),COLISÃO,DOIS AUTO,2,,,,,,,,,0,-8.0413191,-34.8982291
1382,SEM VÍTIMA,FINALIZADA,2016-04-14,20:05:00,IPUTINGA,RUA GASPAR PEREZ,329,APOS A ESCOLA PEQUENOS PASSOS NA ESQUINA DA SUDENE,COLISÃO,COLISÃO ENTRE DOIS AUTO S/V,2,,,,,,,,,0,-8.0427239,-34.9409881
1383,COM VÍTIMA,FINALIZADA,2016-04-14,20:12:00,PORTO DA MADEIRA,AV BEBERIBE,3530,EM FRENTE AO CONDOMINIO JOÃO PAULO II PROX. AO ARENA BAR,COLISÃO,COLISÃO ENTRE AUTO E MOTO C/V,1,1,,,,,,,,1,-8.0077978,-34.889895
1384,SEM VÍTIMA,FINALIZADA,2016-04-14,20:29:00,BAIRRO DO RECIFE,RUA VIGARIO TENORIO,,PROX AO BAR BOBORINHO RECIFE ANTIGO,COLISÃO,TAXI E AUTO,2,,,,,,,,,0,-8.0639234,-34.8727833
1385,SEM VÍTIMA,FINALIZADA,2016-04-14,20:51:00,VÁRZEA,RUA VALE DO SIRIJI,,ENFR A RENNO PEÇAS E PRAÇA PIRIQUITA,COLISÃO,ONIBUS MOBIBRASIL E AUTO,1,,,,,1,,,,0,-8.0350765,-34.9811253
1386,SEM VÍTIMA,FINALIZADA,2016-04-14,21:03:00,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,,POR TRAS DO PARQUE DONA LINDU,COLISÃO,COLISÃO ENTRE AUTO E MOTO S/V,1,1,,,,,,,,0,-8.1384247,-34.9043899
1387,SEM VÍTIMA,FINALIZADA,2016-04-14,21:57:00,CABANGA,AV SUL,,EMTRADA DA CANAGA,COLISÃO,DOIS AUTOS,2,,,,,,,,,0,-8.0768693,-34.8949696
1388,SEM VÍTIMA,FINALIZADA,2016-04-14,22:51:00,SANTO AMARO,AV ENGENHEIRO AGAMENON DE MAGALHAES MELO,,NO VIADUTO JOAO DE BARROS SENTIDO OLINDA,COLISÃO,TRES AUTO,3,,,,,,,,,0,-8.029343,-34.897263
1389,SEM VÍTIMA,FINALIZADA,2016-04-15,00:12:00,BOA VIAGEM,AV BOA VIAGEM,4530,PROX A PRACINHA DE BOA VIAGEM EM FRENTE AO EDIFICIO CASTELINHO,CHOQUE,CARRO CHOCOU-SE CONTRA O PREDIO,1,,,,,,,,,0,-8.1289861,-34.8986324
1390,VÍTIMA FATAL,FINALIZADA,2016-04-15,05:51:00,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,NO CRUZAMENTO COM A RUA ERNESTRO DE PAULA SANTOS,COLISÃO,COLISAO ENTRE ONIBUS E MOTO,,1,,,,1,,,,,-8.1111171,-34.8927465
